length,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,filename,Genre,TrackID,label
3.0,0.46568483,0.07399758,0.16518043,0.0027880976,1666.5265149687807,148567.54932496455,2131.7248226103793,150318.3575528177,3601.096942608173,1102193.465307937,0.06459209735576923,0.0003903360902910402,2.0747426e-05,0.022503633,1.95423e-05,0.0018150551,117.45383522727273,-85.14688,909.1794,125.7476,357.38354,-5.5344963,113.43768,21.064505,169.70068,-2.8977995,101.94871,3.2692244,130.48427,-2.297856,80.63216,2.8531651,96.49432,1.4652143,121.18957,1.5845755,111.93349,-3.2898278,47.564445,-0.80060226,40.947716,-4.622824,47.0816,-0.08260733,58.686935,-6.6780634,72.237,-1.6598659,28.56686,-5.805299,41.56444,-0.19827025,40.130928,2.23175,39.646408,3.0042207,36.027344,Electronic-TRHYJPK12903CD023B-1,Electronic,TRHYJPK12903CD023B,Electronic
3.0,0.47369823,0.07293012,0.2037999,0.0027364723,2864.0836087509747,722851.1237564187,2895.66053547335,90930.02355275366,6373.579664963942,2208283.773985876,0.11449068509615384,0.004337693050768248,-8.360509e-06,0.01648193,-0.00030693246,0.01210665,143.5546875,-21.366707,1117.6887,77.98081,529.2546,6.8468957,157.51797,15.289113,60.046486,9.341746,60.482536,5.836107,71.57456,-0.815448,39.7129,4.7688446,42.763416,-2.9720252,29.03661,5.154538,42.360653,-1.4431957,25.994335,6.2902045,35.750664,0.40545303,25.27858,3.9751225,29.107573,-1.9460214,29.106833,2.6060305,42.69016,-3.0164585,37.918056,3.2304273,26.656006,-3.3949673,22.775421,-1.5094476,28.42307,Electronic-TRFKKZZ128F9329BC2-5,Electronic,TRFKKZZ128F9329BC2,Electronic
3.0,0.47095665,0.08709222,0.13317348,0.0005319609,2955.193908507541,546686.8992183701,2981.5194465629606,82040.94087116282,6648.4592848557695,1744618.8132326982,0.09632286658653846,0.0019877976214391947,-0.0005612075,0.0068914117,-0.0020215062,0.0054846895,135.99917763157896,-86.50993,1357.2865,63.93908,453.2306,18.858274,180.812,29.9416,108.101746,13.824131,56.82391,11.0540285,28.615356,-2.7008893,43.92877,13.850833,37.777084,0.2346515,27.935333,9.017712,48.653103,0.77531755,54.46714,6.1518965,70.035446,-2.8757312,40.70051,-2.3493218,47.62927,-6.2283936,40.645035,-1.42548,49.010315,-13.309448,62.505466,-5.8140626,58.689137,-9.387515,54.91942,-1.3045415,37.75724,Electronic-TRCQPYE128F4259B7C-2,Electronic,TRCQPYE128F4259B7C,Electronic
3.0,0.422959,0.07287544,0.23170069,0.00044195342,2053.6228770595367,10064.022832309654,2306.331537262119,7209.7511139770495,4425.984262319712,76738.90922651488,0.09259690504807692,0.00015960841489261426,-0.00018059053,0.041103914,-0.0019600862,0.0026355588,117.45383522727273,-5.6080713,26.424614,107.754105,20.417364,-10.798313,33.44095,13.186766,18.040663,-15.178912,22.638634,9.758826,17.679754,0.13857093,28.120102,3.428899,17.418724,-3.2674115,14.529457,13.701191,14.918098,7.784214,16.266272,10.160314,23.134943,-0.969115,34.00172,6.020846,19.58915,8.933498,25.601402,13.191399,21.860937,1.3360481,25.736822,5.2888412,26.846464,-1.7547021,29.686092,11.33984,18.308052,Electronic-TRXFDJW128F42AC963-7,Electronic,TRXFDJW128F42AC963,Electronic
3.0,0.26402786,0.077844225,0.17163204,0.0010203148,1413.964559520567,25247.04723968825,1724.4644505191065,30013.429698811997,2689.4970703125,134633.43038375562,0.06724384014423077,8.899701417550534e-05,-7.4767454e-06,0.026840607,-8.009509e-05,0.00086286315,143.5546875,-103.76522,216.08615,141.63037,114.9135,-22.64776,36.022102,20.31024,36.055836,-2.4339397,52.58599,6.192214,31.459927,-4.339702,25.014221,3.538174,23.497353,-11.3366375,24.377693,4.8994155,30.069426,-8.28511,38.129303,2.0689669,41.97633,-4.478525,28.826532,13.198187,31.5375,-1.0188261,20.953201,-4.973575,15.866162,-9.5828705,21.202862,-7.748079,23.6762,-16.031002,32.551487,-3.0542455,22.75538,Electronic-TRTAXEW128F146503A-6,Electronic,TRTAXEW128F146503A,Electronic
3.0,0.44727328,0.096224114,0.08828204,0.0024558334,2635.3024585912585,2527245.9759806725,2558.0223760039808,445521.50559957116,5338.826434795673,6973200.734683077,0.09051983173076923,0.00683979762376413,6.2022715e-05,0.0018971341,9.336811e-06,0.006075079,123.046875,-185.59636,6522.134,82.00455,2697.966,10.468463,764.74963,25.144659,326.1996,15.364721,178.32031,15.569804,154.98965,9.830553,120.09508,14.337945,95.58288,1.6729487,68.27936,3.885063,105.088135,-0.002144212,75.3928,-0.25971368,61.352825,-4.3709154,34.96926,-1.1099652,40.71357,-4.866483,36.32441,-1.0919303,44.391308,-5.278031,56.892647,1.2849522,81.9559,0.06228708,63.678387,-0.31404102,45.278553,Electronic-TRNEEEO128F427737E-3,Electronic,TRNEEEO128F427737E,Electronic
3.0,0.5273593,0.0696449,0.23788275,0.0033423356,2505.680847261284,95774.60149107283,2678.2431862765757,58836.81163900914,5705.056527944712,873723.6476461211,0.10911959134615384,0.00034676043944951345,-7.03065e-05,0.022667905,-0.0013664053,0.015938638,117.45383522727273,15.128653,644.75214,91.85863,131.55879,-9.702207,162.62437,0.56509775,43.91698,-3.2587688,53.458813,3.8650808,43.313717,-4.5784745,50.185757,5.943644,30.088236,1.6663685,34.32652,15.4481535,62.6631,7.30702,53.913727,11.943978,54.239574,1.9074777,22.924545,5.973402,41.568634,0.66143537,30.218266,2.2028806,23.176115,-4.076388,21.233442,4.8001175,30.586334,-1.6258553,19.503546,3.9478276,20.655842,Electronic-TRLWXPM128E079401C-6,Electronic,TRLWXPM128E079401C,Electronic
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.45383522727273,-1131.371,1.4901161e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Electronic-TRASBSO128F1465A78-2,Electronic,TRASBSO128F1465A78,Electronic
3.0,0.44099566,0.07079222,0.29007939,0.0012736219,3050.62818985919,201941.02825615217,2673.0397800995997,54665.590635554596,6194.936899038462,793592.3652775895,0.16067457932692308,0.0018696519185805464,6.764005e-05,0.044504363,0.0002049826,0.013438175,143.5546875,40.152985,302.4586,60.20995,158.74318,-7.9490533,91.50268,38.970253,118.90766,4.021401,48.859188,11.080953,42.89746,-0.82740843,53.651306,11.847604,38.830147,1.2910035,34.57563,7.766746,44.926174,2.033704,22.57799,7.6592736,47.01558,-4.230462,23.793736,1.438493,25.946106,-4.456761,18.292683,2.4465487,24.731945,-3.0104883,30.082445,2.216212,41.287167,-1.4687735,37.686672,-1.5578507,41.35094,Electronic-TRUQVUH12903CDA814-2,Electronic,TRUQVUH12903CDA814,Electronic
3.0,0.6172033,0.0576221,0.33316192,0.0021315864,1943.247866678055,1151857.7673251831,2514.57531655689,517800.43301044806,4590.216346153846,6363836.085654715,0.03511117788461538,0.0017405709712463018,-6.167054e-05,0.0979475,4.6142843e-05,0.0098433,143.5546875,-101.02372,4065.697,99.28388,1983.3411,21.882673,796.82623,19.691572,271.28198,6.215964,149.3254,15.992546,143.44145,3.291274,50.890278,23.326427,46.446133,13.44289,40.544266,10.451019,41.570934,4.2040024,33.306004,14.639153,30.25411,6.9487934,21.620106,6.908562,27.43397,-1.2148762,26.586323,5.4577694,27.530592,1.8808017,17.719553,7.4749274,20.975843,5.3585887,32.377563,10.012058,50.792118,Electronic-TRASSJE128F427927A-8,Electronic,TRASSJE128F427927A,Electronic
