filename,length,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,percussive_mean,percussive_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,label
hiphop.00000.0.wav,3.0,0.3605832755565643,0.0787621438503265,0.1462913155555725,0.0013793292455375,2265.613131852874,199016.66728195216,2068.0671875216017,41498.27470131723,4508.390174278846,705502.604984814,0.1227989783653846,0.0014222080749872,-0.0149276573210954,0.009370382875204,-0.0028247057925909,0.007244230248034,117.45383522727272,-68.04945373535156,1997.6864013671875,102.24789428710938,503.79241943359375,-46.974246978759766,171.56268310546875,43.11784744262695,321.1264343261719,-25.85869598388672,150.21304321289062,16.760536193847656,66.37187957763672,-27.9664249420166,96.70594787597656,11.706002235412598,54.32059860229492,-19.60552978515625,66.50704193115234,19.1166934967041,48.762149810791016,-13.263612747192385,52.991947174072266,13.87135410308838,40.27246856689453,-7.735108852386475,47.86661529541016,7.686427116394043,55.987205505371094,-8.205609321594238,45.29693603515625,6.190810203552246,31.825559616088867,-6.265577793121338,29.492830276489254,6.539485931396484,76.4417953491211,2.365574359893799,47.98911666870117,2.65315842628479,26.752750396728516,Hiphop
hiphop.00000.1.wav,3.0,0.3762009143829345,0.0780568942427635,0.1544268727302551,0.002054039388895,2481.816743779298,298207.34208102815,2144.1547409249406,78452.75572843551,4911.061072716346,1076372.9125330432,0.1433067908653846,0.0028113080763957,-0.0151077676564455,0.0122845973819494,-0.0023597371764481,0.0075179142877459,117.45383522727272,-58.28510284423828,2023.939453125,92.84312438964844,565.1845092773438,-48.70929336547851,351.0721130371094,39.71941375732422,218.5603790283203,-30.392475128173828,186.18753051757812,20.03323554992676,86.08317565917969,-25.019468307495117,97.97274780273438,13.332749366760254,61.817344665527344,-22.66858291625977,72.13694763183594,20.672758102416992,68.019287109375,-9.43249225616455,59.45535659790039,16.07961654663086,51.62393951416016,-11.119743347167969,51.855857849121094,8.373489379882812,61.86902618408203,-7.799303531646728,33.36238098144531,7.622086524963379,43.37581253051758,-7.606821060180664,37.9585075378418,5.158621788024902,64.20516967773438,-0.1567491441965103,36.2884521484375,3.4302866458892822,40.75516891479492,Hiphop
hiphop.00000.2.wav,3.0,0.4672354757785797,0.0781200975179672,0.1286095678806305,0.0024075696710497,2751.1587338973177,142334.799569014,2253.326156993631,30401.43983317415,5359.117337740385,409881.5012167191,0.1698843149038461,0.0014335764935736,-0.01618885807693,0.0056342026218771,-0.0017797476612031,0.0071645802818238,117.45383522727272,-60.489234924316406,3278.1416015625,79.0087890625,231.9552764892578,-42.26202774047851,157.67953491210938,53.88639450073242,132.64346313476562,-16.723419189453125,38.55427551269531,24.47715759277344,65.9239501953125,-25.927339553833008,30.341083526611328,16.7418270111084,35.431358337402344,-21.390180587768555,56.320770263671875,14.85869312286377,37.906402587890625,-16.825977325439453,52.95756530761719,10.878223419189451,26.585378646850582,-13.117198944091797,67.50318908691406,7.911166667938232,95.82826232910156,-10.317974090576172,65.78927612304688,2.5731706619262695,44.827056884765625,-8.783455848693848,46.737693786621094,5.201552391052246,60.39167022705078,-6.304861068725586,30.907358169555664,1.7159627676010132,22.719575881958008,Hiphop
hiphop.00000.3.wav,3.0,0.537404477596283,0.0694711133837699,0.1273449063301086,0.0024432057980448,2712.4200201752956,448170.6184066037,2372.92637491299,119090.03315824553,5563.0202073317305,1764286.9994626243,0.1467510516826923,0.0026595413191078,-0.015048062428832,0.005488246679306,-0.0023642464075237,0.0075146527960896,123.046875,-72.42994689941406,7100.69140625,84.47795867919922,893.0812377929688,-31.992082595825195,412.2824096679687,30.58815574645996,567.7653198242188,-18.664949417114254,66.41641998291016,28.70456314086914,99.64849853515624,-18.701841354370117,63.27435302734375,22.136293411254883,57.37826156616211,-13.825743675231934,124.29666137695312,19.58590507507324,46.80845642089844,-13.010834693908691,84.4631576538086,11.292177200317385,29.1066837310791,-12.990141868591309,84.44549560546875,9.373235702514648,41.13706588745117,-11.659672737121582,64.32916259765625,3.7088534832000737,34.90055465698242,-8.542455673217773,76.9592056274414,7.85301399230957,42.60942077636719,-7.540947914123535,41.904296875,1.9866063594818115,17.988197326660156,Hiphop
hiphop.00000.4.wav,3.0,0.5322796702384949,0.0806396380066871,0.1181929782032966,0.002917043864727,2748.546743653737,604102.7337269357,2452.934155661679,109404.82714530751,5733.21533203125,1859648.6226068093,0.1344538762019231,0.0043998424964543,-0.0142001518979668,0.0023843511007726,-0.0033101299777626,0.0102545209228992,161.4990234375,-105.9240493774414,11236.400390625,77.24887084960938,1095.32177734375,-20.922569274902344,812.0948486328125,34.775665283203125,496.5615234375,-15.473403930664062,214.4732360839844,31.457948684692383,129.0980224609375,-17.005739212036133,81.63811492919922,24.05097198486328,77.24851989746094,-10.787918090820312,59.903709411621094,18.42393493652344,45.45748519897461,-12.39003086090088,96.779541015625,10.85773468017578,36.92494201660156,-8.830269813537598,66.42415618896484,10.531034469604492,38.41392517089844,-6.579846382141113,67.46391296386719,7.148499488830566,30.716819763183594,-4.8063483238220215,55.21274948120117,8.669093132019043,29.88908576965332,-7.532630443572998,58.5556526184082,2.0904245376586914,38.62359619140625,Hiphop
hiphop.00000.5.wav,3.0,0.5205016136169434,0.070668801665306,0.1076705083250999,0.0026082398835569,2935.7358785023052,413427.9175624857,2583.0677041269423,64558.89944775755,6197.007399338942,1013455.4600519896,0.1650090144230769,0.0040618814095942,-0.0153244026005268,0.0020811713766306,-0.0022579156793653,0.008591934107244,117.45383522727272,-89.46388244628906,3486.830810546875,77.54254913330078,611.6357421875,-16.92790412902832,403.9925537109375,29.55246925354004,265.3514709472656,-20.726430892944336,72.96514129638672,28.11285400390625,92.541748046875,-18.634033203125,45.7325553894043,24.27252769470215,54.74110794067383,-11.907599449157717,53.702667236328125,21.79973602294922,38.51080322265625,-16.159440994262695,92.0748519897461,10.737768173217772,39.04362869262695,-13.216438293457031,65.27980041503906,9.204471588134766,40.2780647277832,-8.926838874816895,37.27262496948242,9.530468940734863,27.819286346435547,-7.306044578552246,35.79015350341797,7.8273024559021,23.42486572265625,-9.158259391784668,25.79055404663086,-0.3020889163017273,23.892032623291016,Hiphop
hiphop.00000.6.wav,3.0,0.51466965675354,0.0720190703868866,0.1193346306681633,0.0025382724124938,2602.6251356005937,528252.3279786307,2317.0306709538377,143773.43823220764,5352.326096754808,2247401.414871357,0.146612079326923,0.0034142037679457,-0.0146227721124887,0.0026796092279255,-0.0030129645019769,0.0096885366365313,117.45383522727272,-81.19535827636719,5318.51025390625,93.4241943359375,1272.78125,-29.74781036376953,517.4388427734375,26.58322525024414,525.7200927734375,-20.890079498291016,134.97067260742188,27.735960006713867,155.85276794433594,-17.60422134399414,76.7573013305664,25.94281768798828,59.93210220336914,-10.428894996643066,72.45869445800781,19.322336196899418,44.41521453857422,-12.974721908569336,64.65216064453125,10.181185722351074,39.75579071044922,-10.779787063598633,64.11902618408203,9.306342124938965,36.858009338378906,-7.761728286743164,55.05070877075195,6.462462425231934,24.92241668701172,-6.284283638000488,31.62299346923828,7.316124439239502,35.22877883911133,-9.857162475585938,27.710399627685547,0.7514966130256653,26.810680389404297,Hiphop
hiphop.00000.7.wav,3.0,0.4611633419990539,0.0893038064241409,0.1137171983718872,0.0023554682265967,2702.007533363917,596451.7489049252,2448.092566583914,105534.52471845194,5632.174917367788,2018065.1831226584,0.1398850661057692,0.0033931484024905,-0.0156354550272226,0.0024702788796275,-0.0024318885989487,0.0090195033699274,117.45383522727272,-99.5587158203125,5454.60888671875,82.44647216796875,959.66015625,-18.30113410949707,604.087890625,33.978477478027344,247.70016479492188,-13.618693351745604,117.98040771484376,24.03978729248047,140.19322204589844,-19.464874267578125,88.05003356933594,21.84127426147461,110.31281280517578,-18.94765281677246,146.06700134277344,18.307205200195312,67.41543579101562,-14.712823867797852,81.750244140625,8.152061462402344,66.29513549804688,-12.153620719909668,112.71705627441406,13.258755683898926,122.59211730957033,-7.670664310455322,81.77732849121094,9.91716766357422,70.21859741210938,-4.130094528198242,91.93187713623048,7.794072151184082,52.16190719604492,-7.531966686248779,54.64559173583984,0.4036843478679657,32.4666862487793,Hiphop
hiphop.00000.8.wav,3.0,0.4121236801147461,0.0922544449567794,0.1121614500880241,0.0019423544872552,2837.560212630328,358342.06146197516,2459.1991750950738,91236.87903034924,5872.932692307692,1395573.8136604691,0.1574594350961538,0.0027569411915434,-0.0159206483513116,0.0020539641845971,-0.0015990004176273,0.0088525200262665,117.45383522727272,-88.31758117675781,3092.523193359375,77.42611694335938,440.4435729980469,-30.772533416748047,427.1380920410156,28.22563934326172,233.09913635253903,-14.670098304748535,215.2277984619141,16.447904586791992,137.2710418701172,-27.536235809326172,113.081298828125,23.62579345703125,104.22438049316406,-20.916624069213867,69.61427307128906,19.689451217651367,63.68647766113281,-13.981560707092283,43.905662536621094,9.463926315307615,82.50131225585938,-11.573793411254885,58.9603157043457,17.509525299072266,87.63896942138672,-10.386070251464844,80.72317504882812,9.763254165649414,83.80776977539062,0.3469657301902771,92.4503173828125,8.5678129196167,61.226287841796875,-7.43134880065918,63.19737243652344,1.824018955230713,54.31292343139648,Hiphop
hiphop.00000.9.wav,3.0,0.388309121131897,0.0914990156888961,0.1236670985817909,0.0021858105901628,2634.7095907676803,243888.662298669,2426.9842324461906,75657.1818371463,5665.4685621995195,989126.2863571476,0.1334021935096153,0.0014938893543898,-0.0149758383631706,0.0032994595821946,-0.0026102114934474,0.0096489591524004,117.45383522727272,-88.37779235839844,3550.789794921875,83.53746795654297,327.3767395019531,-30.30807304382324,523.7361450195312,20.500612258911133,241.7071533203125,-23.357290267944336,144.9247589111328,19.73776626586914,129.34063720703125,-25.252418518066406,94.92171478271484,18.56696891784668,131.31021118164062,-19.008440017700195,42.17696762084961,22.13785743713379,65.54144287109375,-10.624183654785156,81.37855529785156,14.700817108154297,58.97417449951172,-7.989461421966553,73.06561279296875,14.215270042419434,54.349571228027344,-6.381999492645264,90.02893829345703,12.041746139526367,84.53929138183594,-2.184349536895752,112.4550552368164,13.53428077697754,131.57752990722656,-3.816044569015503,100.23705291748048,2.504770040512085,116.255615234375,Hiphop
