filename,length,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,label
classical.00000.0.wav,3.0,0.2553305625915527,0.0803926885128021,0.0325102880597114,7.457355968654156e-05,1599.2726827442566,18567.081018580717,1675.5915958504247,20596.851728935377,2928.515625,148065.13625841873,0.1066105769230769,0.0002715204453327,-2.1328953152988103e-05,0.0009029821376316,-0.0001531825546408,4.6326884330483153e-05,95.703125,-260.67340087890625,356.8354797363281,133.82301330566406,84.8618392944336,-36.128211975097656,96.46585083007812,36.49444580078125,106.0225067138672,-11.123296737670898,25.135828018188477,29.24653434753418,30.186290740966797,-18.622739791870117,34.66252899169922,8.853854179382324,33.178802490234375,-11.809219360351562,44.469276428222656,25.13092041015625,65.26454162597656,-1.943104863166809,62.181907653808594,12.997270584106444,31.380882263183594,-20.94135284423828,84.07077026367188,-10.465611457824709,81.88768005371094,-1.5277247428894043,76.71513366699219,13.206610679626465,55.25709533691406,-1.666343092918396,104.916259765625,4.525014400482178,69.80641174316406,-0.8978886604309082,110.09917449951172,4.1606292724609375,194.10906982421875,Classical
classical.00000.1.wav,3.0,0.2314312905073166,0.0848939567804336,0.0314529500901699,5.909416722715832e-05,1551.3528167319157,28524.970733595535,1485.7900683022772,28831.794511259148,2623.655160757211,158660.2594122026,0.1081580528846153,0.0004016701850665,-5.0971713790204376e-05,0.0008493314380757,-0.0001266796898562,4.4924861867912114e-05,184.5703125,-283.2200927734375,395.3698120117187,139.42539978027344,166.59210205078125,-49.4188346862793,283.3818054199219,21.72504615783691,68.60578918457031,-20.708696365356445,79.91346740722656,21.721424102783203,166.22276306152344,-15.82167625427246,64.65399932861328,6.564035892486572,49.853023529052734,-16.794145584106445,97.47212982177734,12.470782279968262,178.92727661132812,-4.159862518310547,124.98038482666016,13.75184726715088,127.25904083251952,-3.1211557388305664,144.83924865722656,1.934420108795166,224.37155151367188,1.4958552122116089,325.9196472167969,5.8249053955078125,50.98807144165039,-1.546097993850708,65.95458984375,7.157280445098877,69.33698272705078,2.7185323238372803,120.7256088256836,-1.692274808883667,150.52749633789062,Classical
classical.00000.2.wav,3.0,0.2254583686590194,0.0822327435016632,0.0417761281132698,0.0002221718314103,1466.2374960343093,45018.8340468028,1495.0765385906368,10600.321071866949,2536.280048076923,192237.56923985903,0.0950608473557692,0.0004364528458499,-4.712733061751351e-05,0.0016295252135023,-0.0001370295503875,7.203950372058898e-05,95.703125,-263.8149719238281,1106.7486572265625,139.13442993164062,193.8603057861328,-36.79767990112305,238.62249755859375,18.733539581298828,77.50726318359375,-19.788188934326172,82.58941650390625,20.89822769165039,42.03553771972656,-4.583742618560791,54.25692367553711,11.116680145263672,55.95758056640625,-15.452274322509766,123.6640167236328,-2.6662757396698,169.03329467773438,-11.547582626342772,147.6029052734375,4.7116618156433105,44.9166374206543,1.2988896369934082,59.6623420715332,8.025273323059082,260.3771667480469,11.69998836517334,114.61666870117188,4.421944618225098,81.25479125976562,-4.686038970947266,102.03711700439452,-4.4110822677612305,60.40971374511719,-2.6942827701568604,60.7883186340332,3.0384202003479004,213.0155792236328,Classical
classical.00000.3.wav,3.0,0.2608655393123626,0.0822328105568885,0.032748594880104,0.000135570182465,1435.8505745660327,32270.3062384859,1585.998215833058,36208.01670243557,2673.678448016827,258706.7330194295,0.0928109975961538,0.0004123820355657,-7.405970245599747e-05,0.0010164792183786,-7.33550768927671e-05,3.429318894632161e-05,95.703125,-275.85565185546875,618.6345825195312,140.777099609375,198.00811767578125,-27.242151260375977,106.5830078125,31.223812103271484,80.28147888183594,-13.710658073425291,50.63146209716797,22.411237716674805,27.468307495117188,-10.437463760375977,35.63136291503906,10.219852447509766,38.00758743286133,-15.408559799194336,32.496463775634766,10.455928802490234,47.92193603515625,-5.82589864730835,99.6017837524414,13.788705825805664,106.16150665283205,0.7191856503486633,81.9140853881836,-0.6794071197509766,80.47895050048828,-6.0050435066223145,49.75405502319336,6.503417015075684,40.19147109985352,2.7640647888183594,46.115535736083984,-0.7326775789260864,60.19728088378906,-8.22390365600586,64.06671905517578,1.7348971366882324,119.72702026367188,Classical
classical.00000.4.wav,3.0,0.2696110308170318,0.0849479287862777,0.0451557077467441,0.0004756161943078,1477.7127059540549,21448.14545113688,1569.3116135207972,20844.07851082053,2783.580603966346,93369.14168095448,0.0904935396634615,0.0002861110557465,-6.801739073125646e-05,0.0018646254902705,-0.0001010027554002,0.0001337364374194,184.5703125,-240.18231201171875,2502.3701171875,141.89710998535156,165.92916870117188,-36.95008087158203,124.42830657958984,32.32521057128906,193.4676818847656,-13.674811363220217,53.994140625,16.686037063598633,50.09836196899414,-8.351095199584961,107.4054183959961,10.52559757232666,48.37201690673828,-17.006458282470703,39.72196960449219,4.205134391784668,66.66311645507812,-9.140548706054688,33.28466796875,4.0588860511779785,37.53901672363281,-0.5541849136352539,56.00455093383789,5.584707736968994,92.47677612304688,1.4181225299835205,71.10641479492188,3.0433175563812256,62.7120246887207,-0.0795642584562301,89.584716796875,2.686024904251098,65.18203735351562,-1.290077805519104,105.82998657226562,-4.315813064575195,79.88237762451172,Classical
classical.00000.5.wav,3.0,0.2431939989328384,0.0804024413228035,0.028648167848587,6.0446687712101266e-05,1474.5860618118752,56017.78929058623,1550.7431454346156,34219.76475558963,2690.159630408654,300017.6022396991,0.0955190805288461,0.0004335486536195,-4.548003198578954e-05,0.0007146355346776,-0.0001463568769395,3.65124324162025e-05,184.5703125,-285.84716796875,705.5097045898438,142.69732666015625,244.23980712890625,-35.8901481628418,131.39859008789062,32.968467712402344,52.17926406860352,-15.25373649597168,44.918495178222656,20.737394332885746,33.419395446777344,-12.56594944000244,41.49067306518555,8.274907112121582,49.998748779296875,-18.433074951171875,51.166996002197266,9.090886116027832,119.39242553710938,-7.321363925933838,85.27952575683594,11.492204666137695,89.2001724243164,-1.3453552722930908,125.1516342163086,-2.2310538291931152,73.51487731933594,-4.443027973175049,98.171142578125,5.61428689956665,56.55605697631836,-0.3625163435935974,88.58665466308594,4.847746849060059,103.59056091308594,2.7421767711639404,71.33323669433594,-0.0981736406683921,56.31010437011719,Classical
classical.00000.6.wav,3.0,0.2960468232631683,0.0843040272593498,0.046702217310667,0.0002854483027476,1617.5780537934695,57373.21377921528,1644.7352461161397,20066.525304753784,3087.6956881009614,200312.79683098992,0.0953538161057692,0.0007911067178263,-2.731062522798311e-05,0.0019473538268357,-8.86814232217148e-05,9.40144673222676e-05,184.5703125,-230.38690185546875,1209.7108154296875,131.373046875,147.1572265625,-41.512657165527344,246.9669189453125,37.8002815246582,64.19599914550781,-16.54736328125,54.431888580322266,12.51014518737793,47.91132736206055,-24.370155334472656,80.39452362060547,2.962618827819824,45.51841735839844,-15.51398754119873,54.14472579956055,19.192874908447266,73.1890869140625,-0.1623796969652176,50.38707733154297,14.2509126663208,42.441646575927734,-9.253511428833008,108.15151977539062,-8.836346626281738,83.98958587646484,-5.982682228088379,60.439964294433594,5.3475775718688965,69.31942749023438,-3.010117769241333,109.84358978271484,-1.3746391534805298,72.39323425292969,-0.7163411974906921,65.74845886230469,1.3654720783233645,34.91116714477539,Classical
classical.00000.7.wav,3.0,0.2860423028469085,0.0854157209396362,0.0421977005898952,0.0001684536982793,1519.5419390215063,75798.93272354583,1645.246503054172,39678.49971554824,2921.972844050481,438104.2670423816,0.0943134014423077,0.0007582754778438,-3.952509359805845e-05,0.0015731587773188,-0.0001579868257977,6.147311796667054e-05,184.5703125,-250.2808532714844,1451.5086669921875,140.2498779296875,259.9476318359375,-26.636377334594727,116.92316436767578,39.53710174560547,31.0036678314209,-16.031198501586914,44.4954719543457,13.072760581970217,44.842525482177734,-21.67690658569336,44.460479736328125,7.211629867553711,46.45362854003906,-15.110798835754396,99.38135528564452,12.370682716369627,93.8611297607422,-8.971794128417969,61.84821319580078,10.715638160705566,76.74497985839844,-5.2213053703308105,81.677001953125,3.650538206100464,100.88526153564452,-1.6262863874435425,89.78095245361328,0.0265977717936038,50.029537200927734,-6.786604404449463,72.31665802001953,4.399082660675049,78.45222473144531,3.053844451904297,60.729774475097656,-5.05824613571167,167.90245056152344,Classical
classical.00000.8.wav,3.0,0.2125894278287887,0.0856319814920425,0.037299957126379,0.0001061715447576,1503.7731694535632,38084.8550084055,1436.8598890949504,63079.11476990004,2515.5750450721152,378190.4794240139,0.1013258713942307,0.0001906623642825,-4.799128873855807e-05,0.0012921324232593,-0.000115721966722,3.615741297835484e-05,92.28515625,-286.03912353515625,1359.600341796875,136.8782501220703,159.1491241455078,-47.58755874633789,167.0226593017578,19.25249671936035,87.18711853027344,-17.42652130126953,76.84526824951172,25.29062843322754,28.459239959716797,-5.376104354858398,88.00689697265625,4.963769912719727,99.08642578125,-23.343231201171875,81.48490905761719,3.510077476501465,313.51409912109375,-3.854977369308472,161.48793029785156,10.53843879699707,105.67122650146484,5.974462985992432,186.26904296875,5.213481426239014,312.3936462402344,-2.2781283855438232,457.7952270507813,3.9336581230163574,151.54061889648438,1.6282445192337036,146.45423889160156,4.7140021324157715,185.3596649169922,-0.3630743026733398,92.53239440917967,-1.5967698097229004,60.37434005737305,Classical
classical.00000.9.wav,3.0,0.2381768375635147,0.0830953642725944,0.0236663222312927,9.369178587803616e-05,1404.8909474103218,31544.449556752228,1502.8981877625429,105923.5574064126,2374.449744591346,419099.95778848435,0.09267578125,0.0002059547717754,-6.869618664495647e-05,0.0005055506480857,-0.000123562378576,5.527508255909197e-05,92.28515625,-324.3583068847656,2127.1806640625,142.768798828125,225.9990997314453,-33.16368865966797,388.138916015625,14.033903121948242,89.30286407470703,-14.453642845153809,73.88909912109375,23.782028198242188,84.07537841796875,-4.361591815948486,107.98228454589844,10.788909912109377,81.06494903564453,-15.467292785644531,40.575172424316406,3.632286548614502,124.94953155517578,-7.024530410766602,73.4820556640625,5.386007785797119,50.26840591430664,1.0925030708312988,199.0316162109375,9.056559562683104,71.504150390625,3.2016844749450684,175.2352752685547,2.757704734802246,169.04879760742188,-0.1076717674732208,97.53569793701172,5.036737442016602,96.16155242919922,5.871035575866699,82.59882354736328,0.84720778465271,63.98600387573242,Classical
